timestamp,location_id,feeder_id,mv_line_id,area_type,area_type_id,hour,day_of_week,is_weekend,month,centroid_lat,centroid_lon,line_length_km,pv_kw_per_kwp,global_irradiance_wm2,temperature_c,wind_speed_ms,cloud_cover_pct,solar_radiation_wm2,synthetic_pv_capacity_kwp,synthetic_base_demand_kw,synthetic_local_demand_kw,synthetic_reverse_flow_limit_kw,oze_density_index,pv_generation_kw,reverse_flow_kw,overload_margin_kw,overload_kw,overload_ratio,target_overload_probability,target_overload_event,risk_level,risk_score,pvgis_source_kind,pvgis_source_timestamp,weather_source,weather_source_timestamp,weather_trust_status,target_source,source_note,split
2026-04-01T00:00:00+02:00,gliwice,gliwice_f01,osm_way_100207009,residential,0,0,2,0,4,50.435867,18.686646,18.577,0.0,0.0,9.8,0.28,68.0,0.0,932.49,520.0,261.24,321.98,0.72,0.0,0.0,-321.98,0.0,0.0,0.005,0,low,0,pvgis_sample_profile,2020-04-18T00:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T00:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T02:00:00+02:00,gliwice,gliwice_f02,osm_way_103697282,mixed,1,2,2,0,4,50.232542,18.645709,0.067,0.0,0.0,9.8,0.28,74.9,0.0,1121.57,710.0,410.74,267.34,0.68,0.0,0.0,-267.34,0.0,0.0,0.005,0,low,0,pvgis_sample_profile,2020-04-18T02:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T02:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T02:00:00+02:00,gliwice,gliwice_f03,osm_way_103697295,industrial,2,2,2,0,4,50.232562,18.645740,0.067,0.0,0.0,9.8,0.28,74.9,0.0,1280.06,1180.0,555.03,921.0,0.54,0.0,0.0,-921.0,0.0,0.0,0.005,0,low,0,pvgis_sample_profile,2020-04-18T02:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T02:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T02:00:00+02:00,gliwice,gliwice_f04,osm_way_103697306,residential,0,2,2,0,4,50.235209,18.633880,0.283,0.0,0.0,9.8,0.28,74.9,0.0,823.31,390.0,194.53,266.63,0.81,0.0,0.0,-266.63,0.0,0.0,0.005,0,low,0,pvgis_sample_profile,2020-04-18T02:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T02:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T02:00:00+02:00,gliwice,gliwice_f05,osm_way_157302285,rural,3,2,2,0,4,50.299235,18.614511,2.155,0.0,0.0,9.8,0.28,74.9,0.0,781.3,310.0,179.65,259.14,0.77,0.0,0.0,-259.14,0.0,0.0,0.005,0,low,0,pvgis_sample_profile,2020-04-18T02:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T02:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T03:00:00+02:00,gliwice,gliwice_f01,osm_way_100207009,residential,0,3,2,0,4,50.435867,18.686646,18.577,0.0,0.0,9.8,0.28,76.0,0.0,932.49,520.0,278.45,321.98,0.72,0.0,0.0,-321.98,0.0,0.0,0.005,0,low,0,pvgis_sample_profile,2020-04-18T03:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T03:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T03:00:00+02:00,gliwice,gliwice_f02,osm_way_103697282,mixed,1,3,2,0,4,50.232542,18.645709,0.067,0.0,0.0,9.8,0.28,76.0,0.0,1121.57,710.0,424.74,267.34,0.68,0.0,0.0,-267.34,0.0,0.0,0.005,0,low,0,pvgis_sample_profile,2020-04-18T03:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T03:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T03:00:00+02:00,gliwice,gliwice_f03,osm_way_103697295,industrial,2,3,2,0,4,50.232562,18.645740,0.067,0.0,0.0,9.8,0.28,76.0,0.0,1280.06,1180.0,556.5,921.0,0.54,0.0,0.0,-921.0,0.0,0.0,0.005,0,low,0,pvgis_sample_profile,2020-04-18T03:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T03:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T03:00:00+02:00,gliwice,gliwice_f04,osm_way_103697306,residential,0,3,2,0,4,50.235209,18.633880,0.283,0.0,0.0,9.8,0.28,76.0,0.0,823.31,390.0,203.88,266.63,0.81,0.0,0.0,-266.63,0.0,0.0,0.005,0,low,0,pvgis_sample_profile,2020-04-18T03:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T03:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T03:00:00+02:00,gliwice,gliwice_f05,osm_way_157302285,rural,3,3,2,0,4,50.299235,18.614511,2.155,0.0,0.0,9.8,0.28,76.0,0.0,781.3,310.0,184.99,259.14,0.77,0.0,0.0,-259.14,0.0,0.0,0.005,0,low,0,pvgis_sample_profile,2020-04-18T03:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T03:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T04:00:00+02:00,gliwice,gliwice_f01,osm_way_100207009,residential,0,4,2,0,4,50.435867,18.686646,18.577,0.00323,12.24,9.8,0.47,74.9,0.0,932.49,520.0,309.95,321.98,0.72,3.01,0.0,-321.98,0.0,0.0,0.005,0,low,0,pvgis_sample_profile,2020-04-18T04:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T04:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T04:00:00+02:00,gliwice,gliwice_f02,osm_way_103697282,mixed,1,4,2,0,4,50.232542,18.645709,0.067,0.00323,12.24,9.8,0.47,74.9,0.0,1121.57,710.0,459.3,267.34,0.68,3.62,0.0,-267.34,0.0,0.0,0.005,0,low,0,pvgis_sample_profile,2020-04-18T04:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T04:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T04:00:00+02:00,gliwice,gliwice_f03,osm_way_103697295,industrial,2,4,2,0,4,50.232562,18.645740,0.067,0.00323,12.24,9.8,0.47,74.9,0.0,1280.06,1180.0,559.68,921.0,0.54,4.13,0.0,-921.0,0.0,0.0,0.005,0,low,0,pvgis_sample_profile,2020-04-18T04:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T04:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T04:00:00+02:00,gliwice,gliwice_f04,osm_way_103697306,residential,0,4,2,0,4,50.235209,18.633880,0.283,0.00323,12.24,9.8,0.47,74.9,0.0,823.31,390.0,226.95,266.63,0.81,2.66,0.0,-266.63,0.0,0.0,0.005,0,low,0,pvgis_sample_profile,2020-04-18T04:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T04:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T04:00:00+02:00,gliwice,gliwice_f05,osm_way_157302285,rural,3,4,2,0,4,50.299235,18.614511,2.155,0.00323,12.24,9.8,0.47,74.9,0.0,781.3,310.0,198.15,259.14,0.77,2.52,0.0,-259.14,0.0,0.0,0.005,0,low,0,pvgis_sample_profile,2020-04-18T04:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T04:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T05:00:00+02:00,gliwice,gliwice_f01,osm_way_100207009,residential,0,5,2,0,4,50.435867,18.686646,18.577,0.08811,143.6,9.8,0.65,72.0,0.0,932.49,520.0,363.45,321.98,0.72,82.16,0.0,-321.98,0.0,0.0,0.005,0,low,0,pvgis_sample_profile,2020-04-18T05:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T05:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T05:00:00+02:00,gliwice,gliwice_f02,osm_way_103697282,mixed,1,5,2,0,4,50.232542,18.645709,0.067,0.08811,143.6,9.8,0.65,72.0,0.0,1121.57,710.0,517.97,267.34,0.68,98.82,0.0,-267.34,0.0,0.0,0.005,0,low,0,pvgis_sample_profile,2020-04-18T05:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T05:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T05:00:00+02:00,gliwice,gliwice_f03,osm_way_103697295,industrial,2,5,2,0,4,50.232562,18.645740,0.067,0.08811,143.6,9.8,0.65,72.0,0.0,1280.06,1180.0,565.82,921.0,0.54,112.79,0.0,-921.0,0.0,0.0,0.005,0,low,0,pvgis_sample_profile,2020-04-18T05:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T05:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T05:00:00+02:00,gliwice,gliwice_f04,osm_way_103697306,residential,0,5,2,0,4,50.235209,18.633880,0.283,0.08811,143.6,9.8,0.65,72.0,0.0,823.31,390.0,266.12,266.63,0.81,72.54,0.0,-266.63,0.0,0.0,0.005,0,low,0,pvgis_sample_profile,2020-04-18T05:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T05:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T05:00:00+02:00,gliwice,gliwice_f05,osm_way_157302285,rural,3,5,2,0,4,50.299235,18.614511,2.155,0.08811,143.6,9.8,0.65,72.0,0.0,781.3,310.0,220.5,259.14,0.77,68.84,0.0,-259.14,0.0,0.0,0.005,0,low,0,pvgis_sample_profile,2020-04-18T05:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T05:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T06:00:00+02:00,gliwice,gliwice_f01,osm_way_100207009,residential,0,6,2,0,4,50.435867,18.686646,18.577,0.30748,377.17,9.8,0.83,59.3,86.0,932.49,520.0,420.62,321.98,0.72,286.72,0.0,-321.98,0.0,0.0,0.005,0,low,0,pvgis_sample_profile,2020-04-18T06:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T06:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T06:00:00+02:00,gliwice,gliwice_f02,osm_way_103697282,mixed,1,6,2,0,4,50.232542,18.645709,0.067,0.30748,377.17,9.8,0.83,59.3,86.0,1121.57,710.0,580.68,267.34,0.68,344.86,0.0,-267.34,0.0,0.0,0.005,0,low,0,pvgis_sample_profile,2020-04-18T06:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T06:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T06:00:00+02:00,gliwice,gliwice_f03,osm_way_103697295,industrial,2,6,2,0,4,50.232562,18.645740,0.067,0.30748,377.17,9.8,0.83,59.3,86.0,1280.06,1180.0,576.38,921.0,0.54,393.59,0.0,-921.0,0.0,0.0,0.005,0,low,0,pvgis_sample_profile,2020-04-18T06:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T06:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T06:00:00+02:00,gliwice,gliwice_f04,osm_way_103697306,residential,0,6,2,0,4,50.235209,18.633880,0.283,0.30748,377.17,9.8,0.83,59.3,86.0,823.31,390.0,307.98,266.63,0.81,253.15,0.0,-266.63,0.0,0.0,0.005,0,low,0,pvgis_sample_profile,2020-04-18T06:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T06:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T06:00:00+02:00,gliwice,gliwice_f05,osm_way_157302285,rural,3,6,2,0,4,50.299235,18.614511,2.155,0.30748,377.17,9.8,0.83,59.3,86.0,781.3,310.0,244.39,259.14,0.77,240.23,0.0,-259.14,0.0,0.0,0.005,0,low,0,pvgis_sample_profile,2020-04-18T06:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T06:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T07:00:00+02:00,gliwice,gliwice_f01,osm_way_100207009,residential,0,7,2,0,4,50.435867,18.686646,18.577,0.5124,609.82,11.46,0.99,46.9,197.6,932.49,520.0,465.03,321.98,0.72,477.81,12.78,-309.2,0.0,0.0397,0.005,0,low,0,pvgis_sample_profile,2020-04-18T07:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T07:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T07:00:00+02:00,gliwice,gliwice_f02,osm_way_103697282,mixed,1,7,2,0,4,50.232542,18.645709,0.067,0.5124,609.82,11.46,0.99,46.9,197.6,1121.57,710.0,781.39,267.34,0.68,574.69,0.0,-267.34,0.0,0.0,0.005,0,low,0,pvgis_sample_profile,2020-04-18T07:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T07:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T07:00:00+02:00,gliwice,gliwice_f03,osm_way_103697295,industrial,2,7,2,0,4,50.232562,18.645740,0.067,0.5124,609.82,11.46,0.99,46.9,197.6,1280.06,1180.0,1385.9,921.0,0.54,655.9,0.0,-921.0,0.0,0.0,0.005,0,low,0,pvgis_sample_profile,2020-04-18T07:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T07:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T07:00:00+02:00,gliwice,gliwice_f04,osm_way_103697306,residential,0,7,2,0,4,50.235209,18.633880,0.283,0.5124,609.82,11.46,0.99,46.9,197.6,823.31,390.0,340.49,266.63,0.81,421.86,81.37,-185.26,0.0,0.3052,0.0071,0,low,1,pvgis_sample_profile,2020-04-18T07:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T07:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T07:00:00+02:00,gliwice,gliwice_f05,osm_way_157302285,rural,3,7,2,0,4,50.299235,18.614511,2.155,0.5124,609.82,11.46,0.99,46.9,197.6,781.3,310.0,280.96,259.14,0.77,400.34,119.38,-139.76,0.0,0.4607,0.0157,0,low,2,pvgis_sample_profile,2020-04-18T07:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T07:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T08:00:00+02:00,gliwice,gliwice_f01,osm_way_100207009,residential,0,8,2,0,4,50.435867,18.686646,18.577,0.67493,822.2,13.05,1.12,36.4,321.7,932.49,520.0,432.59,321.98,0.72,629.37,196.78,-125.2,0.0,0.6112,0.0328,0,low,3,pvgis_sample_profile,2020-04-18T08:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T08:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T08:00:00+02:00,gliwice,gliwice_f02,osm_way_103697282,mixed,1,8,2,0,4,50.232542,18.645709,0.067,0.67493,822.2,13.05,1.12,36.4,321.7,1121.57,710.0,741.21,267.34,0.68,756.98,15.78,-251.56,0.0,0.059,0.005,0,low,0,pvgis_sample_profile,2020-04-18T08:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T08:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T08:00:00+02:00,gliwice,gliwice_f03,osm_way_103697295,industrial,2,8,2,0,4,50.232562,18.645740,0.067,0.67493,822.2,13.05,1.12,36.4,321.7,1280.06,1180.0,1383.17,921.0,0.54,863.95,0.0,-921.0,0.0,0.0,0.005,0,low,0,pvgis_sample_profile,2020-04-18T08:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T08:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T08:00:00+02:00,gliwice,gliwice_f04,osm_way_103697306,residential,0,8,2,0,4,50.235209,18.633880,0.283,0.67493,822.2,13.05,1.12,36.4,321.7,823.31,390.0,316.74,266.63,0.81,555.68,238.94,-27.7,0.0,0.8961,0.1451,0,low,15,pvgis_sample_profile,2020-04-18T08:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T08:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
2026-04-01T08:00:00+02:00,gliwice,gliwice_f05,osm_way_157302285,rural,3,8,2,0,4,50.299235,18.614511,2.155,0.67493,822.2,13.05,1.12,36.4,321.7,781.3,310.0,265.94,259.14,0.77,527.32,261.38,2.25,2.25,1.0087,0.234,0,low,23,pvgis_sample_profile,2020-04-18T08:10:00+00:00,IMGW-PIB public synop API seeded demo projection,2026-04-18T08:00:00+02:00,imgw_observation_plus_demo_projection,synthetic_probability_from_reverse_flow_model,public PVGIS/OSM and IMGW-seeded weather inputs plus synthetic OSD context; not Tauron operational data,train
